SN,DATE,MinTemp,MaxTemp,AvgTemp,Sunrise,Sunset
1402,11-02-17,37,56,47,624,1748
1403,11-03-17,41,57,49,624,1747
1404,11-04-17,41,55,48,625,1747
1405,11-05-17,41,58,50,625,1746
1406,11-06-17,44,61,53,626,1746
1407,11-07-17,42,62,52,626,1746
1408,11-08-17,42,60,51,627,1745
1409,11-09-17,40,58,49,627,1745
1410,11-10-17,39,57,48,628,1745
1411,11-11-17,39,53,46,628,1744
1412,11-12-17,36,47,42,629,1744
1413,11/13/2017,35,49,42,629,1744
1414,11/14/2017,36,50,43,630,1743
1415,11/15/2017,36,50,43,630,1743
1416,11/16/2017,34,48,41,631,1743
1417,11/17/2017,35,51,43,632,1743
1418,11/18/2017,36,50,43,632,1743
1419,11/19/2017,36,47,42,633,1743
1420,11/20/2017,34,50,42,633,1742
1421,11/21/2017,34,48,41,634,1742
1422,11/22/2017,33,48,41,635,1742
1423,11/23/2017,31,47,39,635,1742
1424,11/24/2017,35,50,43,636,1742
1425,11/25/2017,33,47,40,636,1742
1426,11/26/2017,33,48,41,637,1742
1427,11/27/2017,35,45,40,638,1742
1428,11/28/2017,40,47,44,638,1742
1429,11/29/2017,39,49,44,639,1742
1430,11/30/2017,39,47,43,640,1742
1431,12-01-17,39,49,44,640,1743
1432,12-02-17,34,46,40,641,1743
1433,12-03-17,35,50,43,641,1743
1434,12-04-17,36,53,45,642,1743
1435,12-05-17,32,49,41,643,1743
1436,12-06-17,33,47,40,643,1743
1437,12-07-17,34,50,42,644,1744
1438,12-08-17,33,53,43,645,1744
1439,12-09-17,37,58,48,645,1744
1440,12-10-17,35,52,44,646,1745
1441,12-11-17,34,54,44,646,1745
1442,12-12-17,35,56,46,647,1745
1443,12/13/2017,32,45,39,648,1746
1444,12/14/2017,30,45,38,648,1746
1445,12/15/2017,31,44,38,649,1746
1446,12/16/2017,32,49,41,649,1747
1447,12/17/2017,36,52,44,650,1747
1448,12/18/2017,36,49,43,650,1748
1449,12/19/2017,35,43,39,651,1748
1450,12/20/2017,33,38,36,651,1749
1451,12/21/2017,32,39,36,652,1749
1452,12/22/2017,31,49,40,652,1750
1453,12/23/2017,36,50,43,653,1750
1454,12/24/2017,36,54,45,653,1751
1455,12/25/2017,34,50,42,654,1751
1456,12/26/2017,35,53,44,654,1752
1457,12/27/2017,37,53,45,655,1752
1458,12/28/2017,36,49,43,655,1753
1459,12/29/2017,33,52,43,655,1753
1460,12/30/2017,36,52,44,656,1754
1461,12/31/2017,34,54,44,656,1755
1462,01-01-18,35,52,44,657,1756
1463,01-02-18,32,56,44,657,1756
1464,01-03-18,35,49,42,657,1757
1465,01-04-18,39,55,47,658,1757
1466,01-05-18,38,55,47,658,1758
1467,01-06-18,39,58,49,658,1759
1468,01-07-18,38,54,46,658,1759
1469,01-08-18,40,53,47,659,1800
1470,01-09-18,34,50,42,659,1801
1471,01-10-18,31,47,39,659,1801
1472,01-11-18,31,46,39,659,1802
1473,01-12-18,32,52,42,659,1803
1474,1/13/2018,37,53,45,659,1803
1475,1/14/2018,37,54,46,659,1804
1476,1/15/2018,36,54,45,659,1804
1477,1/16/2018,38,55,47,700,1805
1478,1/17/2018,37,57,47,700,1806
1479,1/18/2018,36,54,45,700,1806
1480,1/19/2018,37,54,46,700,1807
1481,1/20/2018,33,50,42,659,1808
1482,1/21/2018,34,48,41,659,1808
1483,1/22/2018,33,48,41,659,1809
1484,1/23/2018,33,47,40,659,1810
1485,1/24/2018,34,47,41,659,1810
1486,1/25/2018,34,46,40,659,1811
1487,1/26/2018,34,43,39,659,1811
1488,1/27/2018,35,43,39,659,1812
1489,1/28/2018,33,43,38,658,1813
1490,1/29/2018,31,46,39,658,1813
1491,1/30/2018,34,50,42,658,1814
1492,1/31/2018,33,46,40,658,1814
1493,02-01-18,35,51,43,657,1815
1494,02-02-18,37,50,44,657,1816
1495,02-03-18,37,50,44,657,1816
1496,02-04-18,34,49,42,656,1817
1497,02-05-18,32,48,40,656,1817
1498,02-06-18,31,41,36,655,1818
1499,02-07-18,28,42,35,655,1818
1500,02-08-18,30,45,38,655,1819
1501,02-09-18,29,45,37,654,1819
1502,02-10-18,31,46,39,654,1820
1503,02-11-18,35,49,42,653,1820
1504,02-12-18,36,52,44,653,1821
1505,2/13/2018,40,55,48,652,1821
1506,2/14/2018,41,55,48,652,1822
1507,2/15/2018,39,56,48,651,1822
1508,2/16/2018,38,55,47,651,1823
1509,2/17/2018,34,42,38,650,1823
1510,2/18/2018,33,47,40,649,1823
1511,2/19/2018,31,43,37,649,1824
1512,2/20/2018,31,47,39,648,1824
1513,2/21/2018,38,43,41,647,1825
1514,2/22/2018,35,41,38,647,1825
1515,2/23/2018,35,45,40,646,1825
1516,2/24/2018,37,49,43,646,1826
1517,2/25/2018,38,46,42,645,1826
1518,2/26/2018,37,49,43,644,1827
1519,2/27/2018,36,51,44,643,1827
1520,2/28/2018,39,56,48,643,1827
1521,03-01-18,40,53,47,642,1828
1522,03-02-18,40,54,47,641,1828
1523,03-03-18,40,52,46,640,1828
1524,03-04-18,38,54,46,640,1829
1525,03-05-18,34,46,40,639,1829
1526,03-06-18,31,46,39,638,1829
1527,03-07-18,30,44,37,637,1830
1528,03-08-18,31,44,38,637,1830
1529,03-09-18,33,46,40,636,1830
1530,03-10-18,35,49,42,635,1831
1531,03-11-18,35,52,44,634,1831
1532,03-12-18,39,44,42,633,1831
1533,3/13/2018,38,44,41,632,1832
1534,3/14/2018,39,48,44,632,1832
1535,3/15/2018,36,47,42,631,1832
1536,3/16/2018,36,47,42,630,1832
1537,3/17/2018,38,49,44,629,1833
1538,3/18/2018,36,52,44,628,1833
1539,3/19/2018,35,48,42,627,1833
1540,3/20/2018,35,45,40,626,1833
1541,3/21/2018,37,46,42,626,1834
1542,3/22/2018,36,45,41,625,1834
1543,3/23/2018,38,50,44,624,1834
1544,3/24/2018,33,42,38,623,1834
1545,3/25/2018,35,49,42,622,1835
1546,3/26/2018,34,45,40,621,1835
1547,3/27/2018,33,53,43,620,1835
1548,3/28/2018,35,55,45,620,1835
1549,3/29/2018,35,52,44,619,1836
1550,3/30/2018,33,53,43,618,1836
1551,3/31/2018,34,47,41,617,1836
1552,04-01-18,34,52,43,616,1836
1553,04-02-18,41,53,47,615,1837
1554,04-03-18,41,51,46,614,1837
1555,04-04-18,44,58,51,614,1837
1556,04-05-18,42,55,49,613,1838
1557,04-06-18,41,54,48,612,1838
1558,04-07-18,40,48,44,611,1838
1559,04-08-18,38,50,44,610,1838
1560,04-09-18,39,47,43,610,1839
1561,04-10-18,39,53,46,609,1839
1562,04-11-18,37,54,46,608,1839
1563,04-12-18,37,53,45,607,1839
1564,4/13/2018,34,49,42,606,1840
1565,4/14/2018,34,51,43,606,1840
1566,4/15/2018,35,47,41,605,1840
1567,4/16/2018,39,49,44,604,1841
1568,4/17/2018,37,53,45,603,1841
1569,4/18/2018,38,57,48,602,1841
1570,4/19/2018,37,49,43,602,1841
1571,4/20/2018,35,42,39,601,1842
1572,4/21/2018,37,51,44,600,1842
1573,4/22/2018,37,58,48,600,1842
1574,4/23/2018,40,60,50,559,1843
1575,4/24/2018,38,56,47,558,1843
1576,4/25/2018,35,50,43,558,1843
1577,4/26/2018,37,51,44,557,1844
1578,4/27/2018,37,53,45,556,1844
1579,4/28/2018,38,53,46,556,1844
1580,4/29/2018,40,59,50,555,1845
1581,4/30/2018,43,53,48,554,1845
1582,05-01-18,43,54,49,554,1845
1583,05-02-18,42,50,46,553,1846
1584,05-03-18,41,54,48,553,1846
1585,05-04-18,38,54,46,552,1846
1586,05-05-18,38,57,48,552,1847
1587,05-06-18,42,54,48,551,1847
1588,05-07-18,42,55,49,550,1847
1589,05-08-18,42,55,49,550,1848
1590,05-09-18,42,57,50,550,1848
1591,05-10-18,41,55,48,549,1849
1592,05-11-18,37,54,46,549,1849
1593,05-12-18,36,54,45,548,1849
1594,5/13/2018,34,53,44,548,1850
1595,5/14/2018,36,52,44,547,1850
1596,5/15/2018,39,52,46,547,1851
1597,5/16/2018,36,52,44,547,1851
1598,5/17/2018,38,50,44,546,1851
1599,5/18/2018,37,54,46,546,1852
1600,5/19/2018,41,59,50,546,1852
1601,5/20/2018,40,59,50,545,1853
1602,5/21/2018,42,55,49,545,1853
1603,5/22/2018,41,59,50,545,1853
1604,5/23/2018,43,61,52,545,1854
1605,5/24/2018,46,66,56,544,1854
1606,5/25/2018,47,62,55,544,1855
1607,5/26/2018,47,64,56,544,1855
1608,5/27/2018,45,60,53,544,1855
1609,5/28/2018,41,58,50,544,1856
1610,5/29/2018,44,50,47,543,1856
1611,5/30/2018,43,60,52,543,1856
1612,5/31/2018,45,65,55,543,1857
1613,06-01-18,47,58,53,543,1857
1614,06-02-18,45,63,54,543,1858
1615,06-03-18,46,65,56,543,1858
1616,06-04-18,46,64,55,543,1858
1617,06-05-18,44,59,52,543,1859
1618,06-06-18,39,53,46,543,1859
1619,06-07-18,40,57,49,543,1859
1620,06-08-18,38,56,47,543,1900
1621,06-09-18,41,59,50,543,1900
1622,06-10-18,40,57,49,543,1900
1623,06-11-18,39,57,48,543,1901
1624,06-12-18,38,52,45,543,1901
1625,6/13/2018,39,53,46,543,1901
1626,6/14/2018,38,55,47,544,1902
1627,6/15/2018,40,53,47,544,1902
1628,6/16/2018,37,55,46,544,1902
1629,6/17/2018,43,59,51,544,1902
1630,6/18/2018,44,58,51,544,1903
1631,6/19/2018,42,59,51,544,1903
1632,6/20/2018,45,61,53,545,1903
1633,6/21/2018,44,59,52,545,1903
1634,6/22/2018,44,60,52,545,1904
1635,6/23/2018,44,61,53,545,1904
1636,6/24/2018,42,60,51,545,1904
1637,6/25/2018,40,57,49,546,1904
1638,6/26/2018,40,57,49,546,1904
1639,6/27/2018,39,60,50,546,1904
1640,6/28/2018,42,60,51,546,1905
1641,6/29/2018,39,55,47,547,1905
1642,6/30/2018,41,58,50,547,1905
1643,07-01-18,40,52,46,547,1905
1644,07-02-18,40,48,44,548,1905
1645,07-03-18,39,52,46,548,1905
1646,07-04-18,40,54,47,548,1905
1647,07-05-18,39,63,51,549,1905
1648,07-06-18,41,60,51,549,1905
1649,07-07-18,39,55,47,549,1905
1650,07-08-18,39,53,46,550,1905
1651,07-09-18,36,50,43,550,1905
1652,07-10-18,37,56,47,550,1905
1653,07-11-18,43,59,51,551,1905
1654,07-12-18,45,57,51,551,1905
1655,7/13/2018,45,61,53,551,1904
1656,7/14/2018,42,55,49,552,1904
1657,7/15/2018,42,54,48,552,1904
1658,7/16/2018,41,63,52,553,1904
1659,7/17/2018,44,62,53,553,1904
1660,7/18/2018,42,59,51,553,1904
1661,7/19/2018,41,58,50,554,1903
1662,7/20/2018,40,59,50,554,1903
1663,7/21/2018,45,61,53,554,1903
1664,7/22/2018,44,63,54,555,1902
1665,7/23/2018,45,61,53,555,1902
1666,7/24/2018,43,58,51,556,1902
1667,7/25/2018,42,57,50,556,1901
1668,7/26/2018,43,56,50,556,1901
1669,7/27/2018,43,59,51,557,1901
1670,7/28/2018,44,61,53,557,1900
1671,7/29/2018,47,58,53,557,1900
1672,7/30/2018,42,55,49,558,1859
1673,7/31/2018,40,59,50,558,1859
1674,08-01-18,40,60,50,558,1859
1675,08-02-18,38,56,47,559,1858
1676,08-03-18,40,57,49,559,1858
1677,08-04-18,41,61,51,559,1857
1678,08-05-18,45,65,55,600,1857
1679,08-06-18,46,65,56,600,1856
1680,08-07-18,46,64,55,600,1855
1681,08-08-18,44,54,49,601,1855
1682,08-09-18,45,58,52,601,1854
1683,08-10-18,41,56,49,601,1854
1684,08-11-18,40,57,49,602,1853
1685,08-12-18,40,60,50,602,1852
1686,8/13/2018,42,58,50,602,1852
1687,8/14/2018,39,55,47,603,1851
1688,8/15/2018,40,55,48,603,1850
1689,8/16/2018,40,53,47,603,1850
1690,8/17/2018,40,54,47,603,1849
1691,8/18/2018,41,60,51,604,1848
1692,8/19/2018,41,58,50,604,1848
1693,8/20/2018,41,58,50,604,1847
1694,8/21/2018,41,58,50,604,1846
1695,8/22/2018,42,51,47,605,1845
1696,8/23/2018,44,48,46,605,1845
1697,8/24/2018,45,54,50,605,1844
1698,8/25/2018,44,55,50,605,1843
1699,8/26/2018,43,49,46,606,1842
1700,8/27/2018,42,49,46,606,1841
1701,8/28/2018,40,50,45,606,1841
1702,8/29/2018,42,54,48,606,1840
1703,8/30/2018,40,54,47,607,1839
1704,8/31/2018,38,54,46,607,1838
1705,09-01-18,39,55,47,607,1837
1706,09-02-18,40,56,48,607,1836
1707,09-03-18,41,58,50,607,1836
1708,09-04-18,39,59,49,608,1835
1709,09-05-18,40,59,50,608,1834
1710,09-06-18,37,55,46,608,1833
1711,09-07-18,38,53,46,608,1832
1712,09-08-18,38,53,46,608,1831
1713,09-09-18,39,54,47,609,1830
1714,09-10-18,37,56,47,609,1829
1715,09-11-18,41,58,50,609,1828
1716,09-12-18,42,52,47,609,1828
1717,9/13/2018,40,51,46,609,1827
1718,9/14/2018,36,55,46,610,1826
1719,9/15/2018,39,54,47,610,1825
1720,9/16/2018,39,56,48,610,1824
1721,9/17/2018,41,57,49,610,1823
1722,9/18/2018,40,54,47,610,1822
1723,9/19/2018,43,57,50,611,1821
1724,9/20/2018,41,57,49,611,1820
1725,9/21/2018,42,60,51,611,1819
1726,9/22/2018,44,63,54,611,1819
1727,9/23/2018,46,61,54,611,1818
1728,9/24/2018,41,60,51,612,1817
1729,9/25/2018,41,56,49,612,1816
1730,9/26/2018,40,54,47,612,1815
1731,9/27/2018,40,56,48,612,1814
1732,9/28/2018,43,59,51,612,1813
1733,9/29/2018,43,61,52,613,1812
1734,9/30/2018,43,62,53,613,1811
1735,10-01-18,40,63,52,613,1811
1736,10-02-18,41,56,49,613,1810
1737,10-03-18,40,59,50,614,1809
1738,10-04-18,43,58,51,614,1808
1739,10-05-18,42,56,49,614,1807
1740,10-06-18,40,51,46,614,1806
1741,10-07-18,42,51,47,615,1805
1742,10-08-18,42,52,47,615,1805
1743,10-09-18,40,52,46,615,1804
1744,10-10-18,39,51,45,615,1803
1745,10-11-18,39,53,46,616,1802
1746,10-12-18,38,54,46,616,1801
1747,10/13/2018,41,54,48,616,1801
1748,10/14/2018,39,56,48,616,1800
1749,10/15/2018,38,52,45,617,1759
1750,10/16/2018,40,55,48,617,1758
1751,10/17/2018,37,52,45,617,1758
1752,10/18/2018,37,51,44,618,1757
1753,10/19/2018,,,,618,1756
1754,10/20/2018,38,48,43,618,1755
1755,10/21/2018,36,47,42,619,1755
1756,10/22/2018,35,52,44,619,1754
1757,10/23/2018,37,52,45,620,1753
1758,10/24/2018,40,54,47,620,1753
1759,10/25/2018,38,56,47,620,1752
1760,10/26/2018,37,53,45,621,1752
1761,10/27/2018,38,52,45,621,1751
1762,10/28/2018,41,52,47,622,1750
1763,10/29/2018,38,53,46,622,1750
1764,10/30/2018,44,53,49,622,1749
1765,10/31/2018,43,55,49,623,1749
1766,11-01-18,41,57,49,623,1748
1767,11-02-18,35,52,44,624,1748
1768,11-03-18,34,46,40,624,1747
1769,11-04-18,33,46,40,625,1747
1770,11-05-18,35,51,43,625,1746
1771,11-06-18,32,48,40,626,1746
1772,11-07-18,35,48,42,626,1746
1773,11-08-18,33,51,42,627,1745
1774,11-09-18,37,52,45,627,1745
1775,11-10-18,39,53,46,628,1745
1776,11-11-18,34,52,43,628,1744
1777,11-12-18,33,56,45,629,1744
1778,11/13/2018,37,55,46,629,1744
1779,11/14/2018,38,56,47,630,1743
1780,11/15/2018,38,53,46,630,1743
1781,11/16/2018,40,52,46,631,1743
1782,11/17/2018,40,52,46,632,1743
1783,11/18/2018,37,51,44,632,1743
1784,11/19/2018,35,51,43,633,1743
1785,11/20/2018,35,54,45,633,1742
1786,11/21/2018,34,54,44,634,1742
1787,11/22/2018,32,50,41,635,1742
1788,11/23/2018,33,51,42,635,1742
1789,11/24/2018,41,54,48,636,1742
1790,11/25/2018,38,57,48,636,1742
1791,11/26/2018,41,56,49,637,1742
1792,11/27/2018,40,57,49,638,1742
1793,11/28/2018,42,56,49,638,1742
1794,11/29/2018,38,57,48,639,1742
1795,11/30/2018,38,52,45,640,1742
1796,12-01-18,36,52,44,640,1743
1797,12-02-18,33,51,42,641,1743
1798,12-03-18,36,53,45,641,1743
1799,12-04-18,39,56,48,642,1743
1800,12-05-18,36,53,45,643,1743
1801,12-06-18,36,52,44,643,1743
1802,12-07-18,37,53,45,644,1744
1803,12-08-18,34,53,44,645,1744
1804,12-09-18,36,53,45,645,1744
1805,12-10-18,36,55,46,646,1745
1806,12-11-18,38,56,47,646,1745
1807,12-12-18,39,54,47,647,1745
1808,12/13/2018,36,54,45,648,1746
1809,12/14/2018,36,56,46,648,1746
1810,12/15/2018,40,53,47,649,1746
1811,12/16/2018,40,57,49,649,1747
1812,12/17/2018,42,60,51,650,1747
1813,12/18/2018,35,51,43,650,1748
1814,12/19/2018,32,51,42,651,1748
1815,12/20/2018,37,58,48,651,1749
1816,12/21/2018,42,57,50,652,1749
1817,12/22/2018,40,54,47,652,1750
1818,12/23/2018,39,55,47,653,1750
1819,12/24/2018,36,52,44,653,1751
1820,12/25/2018,36,48,42,654,1751
1821,12/26/2018,35,45,40,654,1752
1822,12/27/2018,33,44,39,655,1752
1823,12/28/2018,33,47,40,655,1753
1824,12/29/2018,36,47,42,655,1753
1825,12/30/2018,39,52,46,656,1754
